rating,values
0.6645535599152622,"[382, 28, 209, 7, 9, 658, 0.198]"
0.5046039152587826,"[87, 22, 29, 8, 8, 113, 0.322]"
0.4601996434937613,"[354, 15, 166, 8, 3, 409, 0.774]"
0.561969139245213,"[89, 35, 132, 13, 1, 489, 0.242]"
0.49688719841329626,"[182, 6, 156, 14, 1, 497, 0.271]"
0.6581922675026125,"[409, 32, 160, 8, 5, 870, 0.095]"
0.3784242424242425,"[291, 21, 82, 7, 0, 178, 0.744]"
0.41601346801346795,"[222, 46, 172, 8, 10, 324, 0.132]"
0.5783407954481612,"[162, 14, 39, 10, 6, 349, 0.16]"
0.4184598930481284,"[111, 13, 171, 10, 2, 156, 0.92]"
0.32430303030303037,"[187, 48, 140, 14, 3, 143, 0.393]"
0.49411293608352436,"[195, 7, 83, 11, 3, 700, 0.096]"
0.6306197950730325,"[244, 39, 189, 14, 5, 556, 0.234]"
0.2688865970630677,"[23, 0.5, 19, 0.1, 0.1, 126, 0.631]"
0.6509694691273641,"[290, 40, 93, 11, 7, 798, 0.149]"
0.5719998364650282,"[237, 10, 37, 13, 5, 763, 0.41]"
0.1455460197382722,"[28, 0.6, 17, 0.9, 0.6, 41, 0.559]"
0.3666345811051694,"[91, 7, 115, 11, 0, 182, 0.015]"
0.5857833181311443,"[370, 22, 218, 11, 11, 598, 0.132]"
0.6447249926448956,"[240, 28, 113, 12, 3, 824, 0.505]"
0.2324581105169341,"[10, 0.3, 33, 0.8, 0.8, 170, 0.477]"
0.34952584670231734,"[405, 9, 167, 11, 0, 121, 0.914]"
0.5976936629724355,"[178, 12, 227, 13, 2, 414, 0.896]"
0.397675444622548,"[401, 36, 69, 12, 2, 397, 0.082]"
0.3949947273886089,"[413, 33, 31, 8, 1, 523, 0.164]"
0.2918787878787879,"[311, 46, 128, 14, 4, 157, 0.146]"
0.5659800388384593,"[244, 22, 44, 7, 5, 671, 0.018]"
0.43466666666666676,"[392, 19, 160, 10, 8, 164, 0.522]"
0.6583355292050945,"[203, 24, 104, 14, 3, 828, 0.799]"
0.42396535967066723,"[280, 10, 40, 7, 3, 307, 0.737]"
0.4220807521195333,"[65, 49, 224, 10, 0, 361, 0.23]"
0.527478147423353,"[128, 48, 58, 14, 2, 511, 0.356]"
0.630775774387425,"[98, 38, 160, 14, 11, 721, 0.27]"
0.6067241647241648,"[234, 26, 101, 8, 3, 351, 0.813]"
0.5800799405093884,"[65, 35, 227, 7, 10, 326, 0.757]"
0.5527732944417437,"[170, 19, 59, 12, 4, 561, 0.139]"
0.49955844155844165,"[379, 25, 44, 10, 9, 462, 0.253]"
0.7070426737356412,"[255, 43, 63, 13, 9, 583, 0.484]"
0.48375670789035957,"[309, 43, 80, 10, 0, 419, 0.494]"
0.5210580380071906,"[53, 24, 148, 8, 2, 236, 0.852]"
0.3580000000000001,"[340, 49, 189, 12, 0, 252, 0.483]"
0.4286830914183856,"[92, 12, 123, 7, 0, 868, 0.158]"
0.29975757575757583,"[288, 30, 152, 12, 0, 191, 0.244]"
0.6346382189239334,"[45, 36, 120, 10, 10, 441, 0.277]"
0.37121212121212127,"[344, 33, 201, 11, 1, 257, 0.449]"
0.5675117845117846,"[350, 22, 70, 9, 2, 540, 0.599]"
0.4286408029337966,"[400, 41, 61, 11, 0, 157, 0.888]"
0.434909090909091,"[226, 31, 200, 10, 1, 120, 0.932]"
0.7383298836866338,"[228, 10, 188, 12, 11, 695, 0.457]"
0.6738599791013585,"[67, 26, 104, 7, 7, 609, 0.904]"
0.5556548089591569,"[166, 45, 76, 13, 3, 276, 0.291]"
0.27304796629395567,"[6, 0.8, 3, 0.8, 0.1, 22, 0.591]"
0.5306606726606728,"[270, 19, 193, 9, 7, 455, 0.229]"
0.36375757575757584,"[389, 27, 191, 7, 3, 290, 0.364]"
0.47614370930906375,"[114, 42, 61, 11, 1, 889, 0.169]"
0.21786842691622108,"[22, 0.1, 1, 0.1, 0.8, 96, 0.543]"
0.7626661291406304,"[328, 21, 204, 12, 5, 902, 0.846]"
0.3547878787878788,"[201, 44, 115, 10, 6, 166, 0.18]"
0.38545454545454555,"[218, 41, 47, 14, 6, 108, 0.626]"
0.4168726947761801,"[384, 47, 127, 12, 2, 373, 0.233]"
0.5942926676087298,"[46, 48, 80, 14, 7, 386, 0.727]"
0.6550780078007803,"[46, 25, 65, 13, 10, 606, 0.842]"
0.47349114450358,"[302, 14, 60, 12, 4, 421, 0.558]"
0.6661563296516568,"[105, 42, 221, 12, 3, 642, 0.888]"
0.3776363636363637,"[292, 25, 177, 9, 9, 162, 0.211]"
0.3050909090909091,"[234, 46, 156, 7, 3, 258, 0.084]"
0.43327272727272736,"[329, 21, 232, 11, 9, 273, 0.369]"
0.45421336654213373,"[97, 32, 184, 14, 7, 365, 0.08]"
0.6383835868102623,"[141, 13, 142, 9, 8, 359, 0.8]"
0.7975706359368333,"[255, 28, 224, 8, 5, 710, 0.878]"
0.5902259301879555,"[239, 47, 71, 7, 4, 790, 0.226]"
0.48125047947832766,"[268, 41, 52, 8, 5, 316, 0.517]"
0.7901042925562867,"[293, 33, 193, 9, 10, 677, 0.274]"
0.6273833086744479,"[379, 34, 164, 12, 4, 553, 0.747]"
0.629551165920914,"[173, 14, 194, 7, 10, 490, 0.614]"
0.18097395140879055,"[11, 0.8, 20, 0.4, 0.3, 181, 0.355]"
0.5371783618680172,"[87, 21, 65, 12, 9, 377, 0.067]"
0.19167241037829277,"[13, 0.3, 36, 0.0, 0.2, 27, 0.032]"
0.3021604278074867,"[308, 16, 220, 8, 0, 249, 0.224]"
0.6322144522144524,"[195, 19, 89, 7, 8, 715, 0.245]"
0.5935818366031134,"[89, 42, 144, 14, 10, 329, 0.735]"
0.5294598689598691,"[139, 43, 206, 9, 1, 888, 0.098]"
0.41547511312217206,"[72, 16, 202, 8, 2, 390, 0.19]"
0.6788233283335509,"[253, 7, 115, 13, 7, 656, 0.75]"
0.6681853572218537,"[65, 21, 164, 12, 5, 685, 0.723]"
0.598270822217216,"[376, 16, 147, 8, 0, 902, 0.248]"
0.1223440669923954,"[5, 0.3, 11, 0.2, 0.0, 139, 0.244]"
0.587073125073125,"[135, 42, 218, 11, 5, 518, 0.567]"
0.7350157479259648,"[209, 16, 64, 9, 9, 399, 0.723]"
0.6498114979903357,"[263, 35, 224, 8, 1, 671, 0.348]"
0.3217575757575758,"[143, 48, 66, 11, 0, 101, 0.435]"
0.3294414735591207,"[27, 0.9, 38, 0.6, 0.6, 135, 0.51]"
0.6454448150840213,"[270, 13, 39, 8, 2, 824, 0.831]"
0.5506492221922491,"[274, 25, 86, 9, 9, 337, 0.169]"
0.7098778137285602,"[327, 31, 225, 14, 4, 871, 0.321]"
0.6180501567398121,"[114, 28, 148, 10, 5, 522, 0.155]"
0.18638558275687261,"[30, 1.0, 6, 0.4, 0.2, 109, 0.152]"
0.6646864340141653,"[342, 7, 161, 12, 5, 637, 0.259]"
0.6835966455728766,"[282, 44, 172, 10, 2, 589, 0.1]"
0.3543030303030304,"[366, 26, 93, 14, 6, 110, 0.452]"
0.7349058693244741,"[282, 18, 30, 12, 7, 602, 0.709]"
0.328716577540107,"[319, 8, 217, 8, 3, 309, 0.493]"
0.306969696969697,"[383, 49, 229, 7, 2, 310, 0.075]"
0.707999924525454,"[329, 43, 144, 10, 9, 803, 0.109]"
0.22582531194295907,"[359, 6, 197, 12, 1, 259, 0.182]"
0.266732026143791,"[28, 0.6, 26, 0.2, 0.1, 90, 0.1]"
0.6317101874969404,"[153, 32, 25, 7, 4, 619, 0.779]"
0.32634224598930484,"[402, 16, 162, 10, 4, 255, 0.049]"
0.6277848575485666,"[206, 11, 93, 12, 9, 590, 0.337]"
0.49603143736833577,"[410, 11, 24, 11, 7, 220, 0.945]"
0.4564990224828935,"[341, 33, 190, 12, 11, 496, 0.048]"
0.6760197938985819,"[185, 19, 56, 11, 9, 891, 0.723]"
0.8073636363636366,"[312, 23, 234, 8, 2, 744, 0.911]"
0.7006959270843846,"[101, 31, 123, 12, 10, 901, 0.925]"
0.4307787463677875,"[61, 27, 116, 9, 0, 146, 0.139]"
0.22404991087344028,"[186, 8, 116, 7, 4, 247, 0.0]"
0.5805472704801296,"[45, 9, 41, 10, 5, 587, 0.979]"
0.6253517608517609,"[376, 34, 86, 12, 3, 888, 0.295]"
0.6346141315111905,"[176, 16, 133, 9, 6, 432, 0.16]"
0.6442265795206973,"[137, 15, 74, 9, 3, 675, 0.77]"
0.6652819442632931,"[285, 43, 68, 11, 7, 697, 0.179]"
0.7046536293164202,"[239, 25, 119, 14, 8, 860, 0.757]"
0.569527852049911,"[348, 16, 73, 8, 6, 400, 0.851]"
0.28442348390033,"[12, 0.7, 31, 0.8, 0.5, 141, 0.698]"
0.16981642001409447,"[19, 0.0, 23, 0.4, 0.6, 172, 0.183]"
0.676152046783626,"[236, 29, 30, 9, 3, 855, 0.891]"
0.6261515151515153,"[203, 29, 31, 10, 4, 750, 0.375]"
0.27564294993806465,"[25, 0.5, 28, 0.3, 0.1, 118, 0.448]"
0.5236569080636878,"[96, 18, 231, 14, 0, 472, 0.794]"
0.7414474153297683,"[329, 13, 152, 12, 6, 680, 0.511]"
0.44963840653728293,"[150, 17, 197, 8, 5, 267, 0.026]"
0.5253126223991432,"[130, 16, 77, 7, 6, 446, 0.032]"
0.40213277477162973,"[255, 12, 121, 12, 8, 337, 0.218]"
0.4651229946524065,"[313, 10, 211, 9, 7, 273, 0.953]"
0.5914239536342726,"[261, 15, 220, 10, 7, 537, 0.053]"
0.6515909090909092,"[369, 25, 93, 13, 10, 900, 0.17]"
0.33166488413547246,"[342, 7, 112, 11, 10, 247, 0.236]"
0.2574117647058824,"[161, 15, 195, 7, 3, 129, 0.082]"
0.638800974569819,"[166, 40, 107, 12, 6, 398, 0.01]"
0.46254868208714367,"[54, 32, 231, 13, 6, 507, 0.255]"
0.6629006822148185,"[426, 43, 162, 12, 2, 764, 0.305]"
0.5087272727272728,"[361, 41, 97, 12, 9, 153, 0.994]"
0.6138961675579324,"[70, 43, 154, 12, 10, 816, 0.289]"
0.11907168875455314,"[14, 0.9, 20, 0.2, 0.2, 23, 0.108]"
0.5919057387485547,"[388, 14, 101, 9, 7, 427, 0.825]"
0.7345104209515975,"[80, 14, 182, 9, 7, 624, 0.965]"
0.39570807623748805,"[128, 10, 21, 8, 2, 130, 0.759]"
0.6638339236521056,"[70, 29, 53, 12, 10, 385, 0.866]"
0.6062328092367105,"[71, 48, 114, 12, 9, 769, 0.297]"
0.596715198557372,"[117, 23, 136, 11, 7, 773, 0.13]"
0.1404491978609626,"[26, 0.6, 20, 0.7, 0.0, 36, 0.663]"
0.5203088954056697,"[41, 43, 146, 10, 3, 775, 0.036]"
0.6672419312018812,"[428, 7, 178, 10, 5, 705, 0.432]"
0.615169531904756,"[360, 8, 49, 7, 2, 838, 0.729]"
0.8569403880849811,"[381, 23, 146, 10, 9, 823, 0.852]"
0.1830205138810924,"[7, 0.3, 27, 0.3, 0.6, 181, 0.35]"
0.5801112221112221,"[146, 48, 18, 9, 2, 546, 0.566]"
0.29806060606060614,"[262, 38, 115, 12, 1, 181, 0.198]"
0.5507620150550088,"[258, 18, 184, 9, 3, 471, 0.241]"
0.34848484848484856,"[396, 30, 132, 10, 4, 284, 0.088]"
0.5017418992503604,"[104, 8, 176, 12, 4, 584, 0.154]"
0.4863973063973065,"[369, 37, 32, 13, 6, 324, 0.658]"
0.5364657910550263,"[111, 25, 159, 10, 5, 353, 0.351]"
0.6159388292866554,"[407, 41, 191, 14, 7, 644, 0.246]"
0.5136760710553815,"[52, 37, 184, 7, 7, 116, 0.324]"
0.6374975562072338,"[113, 17, 100, 12, 8, 372, 0.164]"
0.5839986420811893,"[56, 29, 197, 12, 11, 848, 0.125]"
0.027283422459893052,"[15, 0.5, 15, 0.8, 0.3, 6, 0.065]"
0.5402926338641095,"[86, 13, 39, 14, 2, 179, 0.39]"
0.6429404246547105,"[358, 33, 154, 8, 8, 882, 0.023]"
0.6762622232298046,"[302, 23, 144, 9, 8, 802, 0.099]"
0.5382415256352654,"[39, 27, 73, 7, 6, 607, 0.397]"
0.6256746479787166,"[327, 17, 130, 9, 11, 467, 0.48]"
0.37563636363636366,"[193, 49, 119, 13, 6, 174, 0.434]"
0.48779034940862237,"[126, 12, 59, 9, 2, 658, 0.175]"
0.4246269060027022,"[57, 41, 73, 13, 5, 157, 0.05]"
0.6510554226475279,"[83, 29, 31, 10, 10, 152, 0.476]"
0.7284726445340781,"[424, 39, 153, 13, 11, 586, 0.896]"
0.6444645316804409,"[262, 33, 71, 10, 1, 528, 0.296]"
0.5990255222323535,"[199, 10, 200, 11, 2, 651, 0.337]"
0.42381639928698756,"[99, 7, 223, 13, 2, 176, 0.65]"
0.30163636363636365,"[409, 33, 106, 13, 0, 159, 0.347]"
0.6696949606562868,"[300, 46, 92, 7, 0, 724, 0.551]"
0.46178161539845286,"[306, 9, 35, 13, 3, 545, 0.103]"
0.41543315508021406,"[411, 16, 212, 8, 4, 501, 0.311]"
0.7072148512148514,"[188, 25, 223, 11, 1, 666, 0.845]"
0.5628531468531468,"[138, 38, 201, 10, 11, 390, 0.118]"
0.5932658846529815,"[36, 43, 148, 11, 11, 496, 0.223]"
0.37355436720142604,"[82, 16, 150, 11, 11, 98, 0.268]"
0.3435757575757577,"[285, 36, 155, 12, 5, 164, 0.271]"
0.6701020076245496,"[283, 13, 144, 12, 8, 822, 0.391]"
0.43430303030303036,"[413, 41, 202, 12, 3, 461, 0.474]"
0.6889625253907061,"[159, 8, 106, 7, 10, 344, 0.721]"
0.7436647874089735,"[421, 24, 151, 11, 5, 774, 0.526]"
0.4736031032247611,"[95, 12, 50, 12, 7, 528, 0.084]"
0.651226042147362,"[370, 49, 101, 13, 2, 788, 0.253]"
0.5968334478284101,"[97, 41, 163, 7, 4, 794, 0.412]"
0.37454545454545457,"[337, 36, 58, 7, 9, 108, 0.366]"
0.37175757575757584,"[346, 39, 206, 12, 4, 308, 0.284]"
0.5202035806920985,"[61, 24, 108, 7, 8, 479, 0.045]"
0.06143315508021391,"[16, 0.7, 30, 0.4, 0.8, 18, 0.223]"
0.5743516712186242,"[205, 19, 109, 11, 2, 699, 0.048]"
0.711359867843684,"[250, 23, 134, 10, 3, 587, 0.45]"
0.3140998217468806,"[198, 16, 233, 14, 3, 185, 0.325]"
0.6475769083237438,"[331, 18, 85, 10, 7, 474, 0.985]"
0.5898249191818485,"[98, 11, 229, 14, 11, 708, 0.336]"
0.1550990578049402,"[25, 0.3, 8, 1.0, 0.4, 182, 0.17]"
0.1868663876617841,"[4, 0.8, 18, 0.1, 0.8, 92, 0.371]"
0.6947382617382619,"[255, 35, 129, 8, 11, 546, 0.066]"
0.5148484848484849,"[247, 17, 145, 14, 10, 248, 0.951]"
0.5384960166778351,"[194, 30, 21, 13, 4, 407, 0.069]"
0.4406319337816136,"[331, 11, 32, 11, 6, 404, 0.501]"
0.7179505641722329,"[232, 28, 209, 9, 6, 803, 0.208]"
0.5674840144564915,"[130, 45, 211, 14, 8, 545, 0.4]"
0.6396806874717323,"[359, 17, 119, 11, 0, 469, 0.925]"
0.15359218232747646,"[15, 0.1, 29, 0.7, 0.2, 140, 0.006]"
0.7390565355042968,"[169, 25, 134, 11, 5, 670, 0.842]"
0.7184062924597684,"[317, 12, 228, 8, 0, 858, 0.722]"
0.1660223520030022,"[9, 0.4, 25, 0.5, 0.4, 152, 0.221]"
0.4880328198932851,"[37, 35, 204, 9, 9, 301, 0.387]"
0.6176261837121214,"[210, 45, 201, 12, 9, 512, 0.255]"
0.482764361885105,"[56, 16, 48, 10, 1, 684, 0.192]"
0.3263636363636364,"[203, 30, 100, 12, 7, 117, 0.139]"
0.45019747780165603,"[146, 10, 195, 12, 2, 428, 0.282]"
0.8597770758949007,"[271, 33, 123, 9, 10, 662, 0.979]"
0.47457475857475867,"[109, 28, 157, 7, 2, 182, 0.662]"
0.5250505500438687,"[362, 32, 124, 7, 7, 449, 0.189]"
0.6633195492834483,"[89, 38, 207, 12, 4, 831, 0.725]"
0.7925481362295523,"[143, 20, 149, 11, 7, 565, 0.834]"
0.5001611642828978,"[145, 10, 94, 14, 6, 547, 0.128]"
0.45019747780165603,"[146, 10, 195, 12, 2, 428, 0.282]"
0.45606558792228036,"[378, 9, 117, 13, 9, 541, 0.178]"
0.708359221352599,"[137, 28, 107, 11, 4, 755, 0.874]"
0.7572184815586507,"[317, 43, 192, 9, 10, 829, 0.371]"
0.4042602495543673,"[146, 15, 175, 9, 7, 188, 0.511]"
0.327939393939394,"[396, 32, 151, 9, 1, 188, 0.303]"
0.6173648347885637,"[133, 39, 182, 11, 9, 531, 0.236]"
0.5106307311028501,"[351, 48, 19, 8, 3, 538, 0.487]"
0.28442348390033,"[12, 0.7, 31, 0.8, 0.5, 141, 0.698]"
0.340909090909091,"[301, 46, 123, 8, 1, 231, 0.367]"
0.5269937659239986,"[116, 36, 37, 9, 0, 559, 0.414]"
0.3717575757575758,"[270, 23, 84, 13, 11, 203, 0.174]"
0.4170303030303031,"[288, 21, 215, 7, 4, 224, 0.695]"
0.6014672756773245,"[214, 12, 71, 13, 11, 713, 0.191]"
0.3092727272727273,"[280, 46, 107, 14, 6, 99, 0.219]"
0.39558645276292337,"[305, 9, 214, 14, 2, 413, 0.828]"
0.3516969696969698,"[83, 25, 139, 12, 10, 100, 0.151]"
0.4435348837209303,"[338, 22, 79, 13, 1, 258, 0.453]"
0.34209341671953847,"[26, 0.9, 35, 0.5, 0.3, 118, 0.661]"
0.5404878186190004,"[129, 10, 81, 12, 4, 791, 0.468]"
0.5732892252104851,"[101, 39, 121, 9, 5, 889, 0.406]"
0.29877718360071304,"[428, 8, 219, 9, 4, 412, 0.091]"
0.42563636363636365,"[225, 22, 195, 12, 6, 360, 0.036]"
0.6074795842613215,"[62, 33, 209, 8, 6, 898, 0.514]"
0.18114183855360327,"[6, 0.6, 30, 0.7, 0.3, 14, 0.044]"
0.5397180359747206,"[357, 38, 30, 7, 9, 561, 0.252]"
0.6155953892566077,"[284, 49, 96, 9, 1, 673, 0.127]"
0.554142847544178,"[224, 39, 48, 12, 3, 902, 0.354]"
0.43522799047213423,"[385, 12, 107, 8, 0, 565, 0.263]"
0.4490947775628627,"[330, 43, 81, 9, 6, 282, 0.002]"
0.612724192368411,"[62, 28, 185, 11, 11, 787, 0.121]"
0.6686828143021917,"[371, 47, 141, 11, 8, 867, 0.073]"
0.3449090909090909,"[300, 35, 161, 7, 11, 174, 0.065]"
0.6809865556978234,"[432, 41, 53, 10, 10, 852, 0.05]"
0.3508484848484849,"[205, 27, 184, 7, 1, 164, 0.561]"
0.7262614459815547,"[91, 24, 175, 11, 7, 736, 0.77]"
0.6187522156769093,"[328, 46, 21, 11, 8, 571, 0.345]"
0.7344856954639564,"[341, 22, 141, 8, 7, 644, 0.418]"
0.308524064171123,"[124, 16, 200, 7, 1, 171, 0.363]"
0.5626432062561095,"[367, 41, 115, 7, 10, 434, 0.207]"
0.5957064354003205,"[65, 12, 233, 14, 10, 809, 0.277]"
0.3859286987522283,"[317, 8, 123, 12, 5, 128, 0.949]"
0.48666666666666664,"[284, 31, 136, 13, 10, 161, 0.862]"
0.47359349593495936,"[73, 37, 217, 7, 4, 410, 0.402]"
0.3531515151515152,"[362, 35, 214, 7, 4, 355, 0.169]"
0.4508484848484849,"[215, 28, 90, 8, 5, 137, 0.897]"
0.6030381535562883,"[237, 34, 38, 9, 4, 579, 0.203]"
0.31393939393939396,"[420, 48, 125, 10, 6, 110, 0.03]"
0.6000691656828021,"[401, 24, 135, 13, 7, 616, 0.373]"
0.6222315629412405,"[128, 24, 135, 10, 7, 837, 0.33]"
0.6358053324767107,"[309, 17, 96, 9, 5, 849, 0.239]"
0.3570909090909092,"[421, 19, 219, 12, 1, 282, 0.388]"
0.5300070989616446,"[198, 29, 47, 11, 0, 572, 0.106]"
0.5180468839336765,"[113, 29, 39, 8, 4, 795, 0.183]"
0.9105807683130519,"[356, 21, 216, 7, 10, 762, 0.878]"
0.4831208761674396,"[118, 17, 163, 10, 1, 451, 0.03]"
0.5793448309461171,"[159, 31, 232, 8, 8, 311, 0.278]"
0.3318787878787879,"[246, 40, 73, 14, 0, 130, 0.602]"
0.7616578152660628,"[290, 21, 93, 9, 7, 873, 0.939]"
0.25210109498344796,"[8, 0.8, 18, 0.6, 0.9, 84, 0.572]"
0.5484151987581832,"[102, 21, 96, 7, 3, 898, 0.536]"
0.609816701980964,"[393, 22, 197, 10, 0, 901, 0.023]"
0.513137352574903,"[357, 13, 126, 8, 2, 438, 0.575]"
0.584109016999261,"[121, 34, 111, 9, 6, 820, 0.257]"
0.5296026621353725,"[424, 42, 63, 11, 4, 642, 0.275]"
0.27929077540106956,"[208, 12, 31, 12, 0, 96, 0.074]"
0.5968238252975097,"[210, 41, 31, 9, 4, 494, 0.256]"
0.6180689082606893,"[167, 18, 133, 11, 5, 438, 0.097]"
0.571906525803226,"[144, 8, 115, 10, 4, 410, 0.216]"
0.5561866262353079,"[361, 6, 107, 14, 0, 783, 0.36]"
0.6567943815840813,"[57, 40, 207, 13, 7, 699, 0.522]"
0.49126721763085407,"[38, 38, 120, 12, 2, 616, 0.142]"
0.67427761485826,"[65, 20, 184, 9, 8, 682, 0.325]"
0.3917078052409225,"[54, 13, 181, 14, 2, 254, 0.417]"
0.6311595796676442,"[272, 43, 82, 14, 4, 496, 0.492]"
0.4209685795620828,"[124, 12, 193, 8, 0, 402, 0.233]"
0.486281949934124,"[141, 31, 57, 10, 3, 207, 0.25]"
0.7058048297084444,"[250, 29, 91, 7, 11, 581, 0.353]"
0.49874076531740774,"[309, 42, 59, 8, 6, 274, 0.524]"
0.3015436720142603,"[193, 7, 56, 8, 1, 200, 0.003]"
